protocol,flag,family,address,usd,seed_address,btc,netflow_bytes,ip_address,clusters,threats,port,time,prediction
ICMP,AF,Flyper,1BonuSr7,21345,1DA11mPS,30,188,C,1,SSH,5061,40,Benign
TCP,A,Globe,18e372GN,752,1GZkujBR,4,75,A,1,Botnet,5062,23,Ransomware
TCP,APSF,CryptXXX,1BonuSr7,3308,1DA11mPS,12,946,B,1,DoS,5068,1,Ransomware
UDP,AF,Locky,1DiCeTjB,5517,17dcMo4V,20,1626,B,1,Scan,5061,6,Benign
TCP,AF,Locky,1DiCeTjB,311,17dcMo4V,55,444,C,11,UDP Scan,5066,20,Benign
TCP,APS,SamSam,1DiCeTjB,1357,17dcMo4V,4,886,D,2,Scan,5062,46,Benign
UDP,AP,EDA2,1SYSTEMQ,18454,1NKi9AK5,11,2196,C,1,Scan,5062,16,Benign
ICMP,APRSF,APT,18e372GN,289,1GZkujBR,19,174,B,2,Spam,5061,25,Ransomware
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,7,4780,A,9,Port Scanning,5062,10,Benign
UDP,AF,Flyper,18e372GN,2495,1GZkujBR,2,2784,A,2,UDP Scan,5068,20,Benign
ICMP,AF,DMALocker,18e372GN,1290,1GZkujBR,30,3462,C,1,UDP Scan,5066,10,Benign
ICMP,R,DMALocker,1Lc7xTpP,632,1DA11mPS,298,426,B,10,NerisBotnet,5068,47,Ransomware
TCP,APSF,WannaCry,1DiCeTjB,1410,1DA11mPS,2,1238,B,1,SSH,5066,15,Benign
UDP,AF,Flyper,18e372GN,2257,1GZkujBR,28,2648,A,2,UDP Scan,5068,4,Benign
TCP,APSF,Flyper,1BonuSr7,1176,1DA11mPS,12,563,B,1,SSH,5068,10,Benign
UDP,AP,TowerWeb,1SYSTEMQ,18454,1DA11mPS,11,2236,C,1,Blacklist,5062,55,Ransomware
TCP,R,APT,1SYSTEMQ,17942,1NKi9AK5,9,5826,B,1,Blacklist,5066,11,Ransomware
UDP,AF,Globe,1DiCeTjB,21345,1DA11mPS,11,648,A,1,Spam,5062,22,Ransomware
UDP,AF,Flyper,1DiCeTjB,5537,17dcMo4V,20,1820,B,1,Blacklist,5061,18,Ransomware
ICMP,AF,JigSaw,1DiCeTjB,1215,1GZkujBR,30,3187,C,1,SSH,5066,8,Benign
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1481,A,1,SSH,5061,4,Benign
UDP,AP,CryptoLocker,18e372GN,1,1GZkujBR,7,5028,C,9,Port Scanning,5062,51,Benign
ICMP,APRSF,WannaCry,18e372GN,373,1GZkujBR,19,230,B,2,Port Scanning,5062,1,Benign
TCP,AF,APT,1BonuSr7,21345,1DA11mPS,11,569,C,1,SSH,5062,40,Benign
ICMP,APRSF,Locky,18e372GN,413,1GZkujBR,139,719,A,2,DoS,5061,30,Ransomware
TCP,ARF,Locky,1BonuSr7,12044,1NKi9AK5,13,141,A,1,Botnet,5066,34,Ransomware
UDP,AF,CryptXXX,1DiCeTjB,4321,17dcMo4V,30,1230,A,3,Port Scanning,5066,1,Benign
UDP,AF,Globe,18e372GN,2432,1GZkujBR,2,2748,A,2,UDP Scan,5068,45,Benign
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1471,A,1,SSH,5061,2,Benign
UDP,ASF,Locky,1DiCeTjB,63,17dcMo4V,3,987,C,1,SSH,5068,43,Benign
UDP,AF,Locky,1DiCeTjB,1,1GZkujBR,20,2088,A,1,NerisBotnet,5066,11,Ransomware
ICMP,APRSF,EDA2,18e372GN,211,1GZkujBR,19,122,B,2,SSH,5061,46,Benign
TCP,APS,WannaCry,1DiCeTjB,1177,1GZkujBR,4,766,D,2,Scan,5062,20,Benign
UDP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,11,1321,A,1,Blacklist,5061,5,Ransomware
UDP,ARF,DMALocker,18e372GN,384,1GZkujBR,5,140,A,1,UDP Scan,5066,6,Benign
TCP,APS,CryptXXX,1DiCeTjB,1,1DA11mPS,7,4161,C,1,SSH,5066,28,Benign
ICMP,AF,SamSam,1DiCeTjB,406,17dcMo4V,30,2235,C,1,UDP Scan,5066,8,Benign
UDP,AP,CryptXXX,18e372GN,1,1GZkujBR,7,1478,C,9,UDP Scan,5062,53,Benign
ICMP,ASF,Locky,1DiCeTjB,153,17dcMo4V,30,1385,C,1,SSH,5068,58,Benign
ICMP,R,Locky,1SYSTEMQ,18395,1DA11mPS,22,3561,C,1,Blacklist,5062,16,Ransomware
TCP,APSF,Locky,1BonuSr7,1252,1DA11mPS,3,791,A,1,SSH,5068,0,Benign
TCP,R,WannaCry,1SYSTEMQ,25016,1DA11mPS,9,5546,C,1,Spam,5066,61,Ransomware
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,6,620,A,9,UDP Scan,5066,3,Benign
UDP,AF,WannaCry,1DiCeTjB,4321,17dcMo4V,30,1104,A,3,Spam,5066,18,Ransomware
UDP,AF,TowerWeb,18e372GN,5928,1GZkujBR,20,441,C,11,Spam,5062,26,Ransomware
TCP,AF,JigSaw,1BonuSr7,21345,1DA11mPS,11,539,C,1,UDP Scan,5061,25,Benign
UDP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,11,1491,A,1,Blacklist,5061,1,Ransomware
UDP,ARF,WannaCry,18e372GN,1,1GZkujBR,20,1598,C,9,UDP Scan,5062,4,Benign
ICMP,R,Flyper,1SYSTEMQ,18204,1NKi9AK5,22,4516,C,1,Botnet,5066,43,Ransomware
TCP,APSF,Locky,1BonuSr7,1220,1DA11mPS,3,695,B,1,SSH,5068,43,Benign
UDP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,11,911,A,1,Blacklist,5061,21,Ransomware
TCP,APSF,JigSaw,1BonuSr7,1234,1DA11mPS,3,728,B,1,Botnet,5068,10,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,7480,C,1,NerisBotnet,5062,3,Ransomware
TCP,AF,Razy,1SYSTEMQ,27212,1DA11mPS,9,6461,A,1,Spam,5061,4,Ransomware
TCP,AF,Cryptohitman,1DiCeTjB,125807,17dcMo4V,30,242,A,3,UDP Scan,5062,24,Benign
ICMP,ASF,CryptXXX,18e372GN,990,17dcMo4V,3,2362,C,1,UDP Scan,5068,7,Benign
TCP,AF,NoobCrypt,1DiCeTjB,125547,17dcMo4V,13,608,B,3,UDP Scan,5062,7,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,14552,1DA11mPS,11,1186,A,1,Botnet,5061,46,Ransomware
TCP,APSF,JigSaw,18e372GN,1508,1DA11mPS,2,977,B,1,Port Scanning,5066,12,Benign
ICMP,AF,WannaCry,1DiCeTjB,21345,1DA11mPS,11,594,C,1,SSH,5062,10,Benign
ICMP,APRSF,Locky,18e372GN,829,1GZkujBR,19,3604,C,2,Spam,5062,16,Ransomware
TCP,APS,TowerWeb,18e372GN,1,1DA11mPS,7,3678,C,1,Spam,5066,55,Ransomware
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,30,269,C,1,SSH,5061,19,Benign
UDP,ASF,APT,1DiCeTjB,543,17dcMo4V,3,723,A,1,Spam,5061,49,Ransomware
UDP,APS,SamSam,1DiCeTjB,124,17dcMo4V,37,136,B,2,UDP Scan,5061,20,Benign
TCP,APSF,SamSam,1DiCeTjB,84446,1DA11mPS,12,458,B,1,DoS,5068,30,Ransomware
TCP,APS,SamSam,18e372GN,1429,1GZkujBR,4,934,D,2,Port Scanning,5062,36,Benign
TCP,ARF,WannaCry,1BonuSr7,12332,1NKi9AK5,13,261,A,1,Botnet,5061,46,Ransomware
TCP,AF,DMALocker,1DiCeTjB,125559,17dcMo4V,13,22,B,3,Port Scanning,5062,6,Benign
TCP,APS,CryptXXX,18e372GN,1,17dcMo4V,16,386,B,9,Port Scanning,5066,4,Benign
TCP,AF,Locky,1DiCeTjB,21345,1GZkujBR,30,272,C,1,Scan,5061,16,Benign
ICMP,AF,JigSaw,1DiCeTjB,21345,1GZkujBR,30,62,C,1,SSH,5068,3,Benign
ICMP,AF,Locky,1DiCeTjB,21345,17dcMo4V,30,6768,C,1,Blacklist,5068,3,Ransomware
TCP,APS,Flyper,1BonuSr7,1,1DA11mPS,2,1095,C,1,Spam,5062,37,Ransomware
UDP,APS,Flyper,1DiCeTjB,148,17dcMo4V,53,222,B,2,UDP Scan,5061,20,Benign
ICMP,APS,SamSam,1DiCeTjB,163,17dcMo4V,102,213,B,2,Port Scanning,5061,20,Benign
TCP,AF,Flyper,1SYSTEMQ,17860,1NKi9AK5,9,6236,A,1,Blacklist,5066,8,Ransomware
ICMP,R,WannaCry,1SYSTEMQ,18367,1DA11mPS,22,3701,C,1,Scan,5062,1,Benign
TCP,AF,APT,18e372GN,21345,1DA11mPS,11,617,C,1,UDP Scan,5062,4,Benign
ICMP,AF,DMALocker,18e372GN,1266,1GZkujBR,30,3374,C,1,UDP Scan,5066,19,Benign
TCP,APS,SamSam,18e372GN,1,1GZkujBR,6,464,A,9,Port Scanning,5066,6,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,13112,1DA11mPS,13,586,A,1,Botnet,5061,22,Ransomware
TCP,AF,Flyper,1DiCeTjB,125703,17dcMo4V,13,17,A,3,Port Scanning,5062,27,Benign
UDP,AF,JigSaw,18e372GN,2285,1GZkujBR,28,41,A,2,Port Scanning,5068,8,Benign
TCP,AF,Flyper,1DiCeTjB,21345,1DA11mPS,11,519,C,1,UDP Scan,5061,13,Benign
TCP,AF,SamSam,1SYSTEMQ,125739,17dcMo4V,30,800,A,3,NerisBotnet,5062,19,Ransomware
UDP,AP,Razy,1DiCeTjB,1,17dcMo4V,7,1526,C,9,SSH,5062,48,Benign
TCP,R,JigSaw,1SYSTEMQ,17995,1DA11mPS,9,5561,C,1,Port Scanning,5066,7,Benign
ICMP,AF,Flyper,1DiCeTjB,295,17dcMo4V,30,1895,C,1,SSH,5066,9,Benign
TCP,AF,Cryptohitman,1DiCeTjB,21345,1DA11mPS,11,486,C,1,NerisBotnet,5061,17,Ransomware
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,9,1022,A,9,SSH,5062,28,Benign
TCP,APSF,Locky,1BonuSr7,1376,1DA11mPS,2,1154,C,1,DoS,5066,12,Ransomware
ICMP,AF,Locky,1DiCeTjB,21345,1DA11mPS,30,167,C,1,UDP Scan,5061,37,Benign
UDP,ASF,JigSaw,1DiCeTjB,738,1GZkujBR,3,1438,A,1,SSH,5062,5,Benign
UDP,ARF,JigSaw,1SYSTEMQ,18454,1DA11mPS,11,1521,A,1,Blacklist,5061,34,Ransomware
ICMP,APRSF,DMALocker,18e372GN,685,1GZkujBR,19,3508,A,2,Botnet,5062,4,Ransomware
ICMP,APRSF,Flyper,18e372GN,289,1GZkujBR,19,174,B,2,Port Scanning,5061,26,Benign
TCP,AF,APT,18e372GN,21345,1DA11mPS,11,467,C,1,UDP Scan,5061,10,Benign
ICMP,AF,DMALocker,18e372GN,1230,1GZkujBR,30,3242,C,1,UDP Scan,5066,11,Benign
ICMP,ASF,APT,1DiCeTjB,102,17dcMo4V,3,8768,C,1,UDP Scan,5068,18,Benign
UDP,AF,Razy,1DiCeTjB,21345,1DA11mPS,11,621,A,1,SSH,5062,12,Benign
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,599,C,1,Spam,5062,45,Ransomware
UDP,ARF,CryptXXX,1BonuSr7,12824,1DA11mPS,13,466,A,1,Botnet,5061,37,Ransomware
ICMP,R,Cryptohitman,1Lc7xTpP,522,1DA11mPS,62,300,B,11,NerisBotnet,5068,5,Ransomware
TCP,APSF,Flyper,1DiCeTjB,1466,1DA11mPS,2,1070,B,1,Spam,5066,11,Ransomware
ICMP,APRSF,EDA2,1DiCeTjB,133,1GZkujBR,2,70,B,2,Spam,5061,7,Ransomware
ICMP,AF,Razy,1DiCeTjB,361,17dcMo4V,39,8400,B,11,Spam,5066,20,Ransomware
UDP,ASF,DMALocker,18e372GN,825,1GZkujBR,3,1757,A,1,UDP Scan,5062,7,Benign
ICMP,APRSF,APT,18e372GN,151,1GZkujBR,2,82,B,2,Port Scanning,5061,16,Benign
UDP,AF,SamSam,18e372GN,5984,1GZkujBR,28,490,C,11,Scan,5062,31,Benign
TCP,APS,Globe,1DiCeTjB,1,1DA11mPS,6,3069,C,1,Spam,5066,15,Ransomware
TCP,AF,SamSam,1SYSTEMQ,17884,1NKi9AK5,9,6116,B,1,Port Scanning,5066,17,Benign
UDP,AF,Flyper,18e372GN,1,1GZkujBR,20,193,A,1,Port Scanning,5066,5,Benign
TCP,APS,WannaCry,1DiCeTjB,1,1GZkujBR,7,1070,A,9,SSH,5062,31,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,14420,1NKi9AK5,11,1131,A,1,Botnet,5061,40,Ransomware
UDP,AF,Flyper,1DiCeTjB,126311,17dcMo4V,30,1372,D,3,UDP Scan,5068,22,Benign
TCP,APSF,SamSam,1DiCeTjB,1088,1DA11mPS,12,212,B,2,SSH,5068,30,Benign
TCP,AF,TowerWeb,1SYSTEMQ,1,1DA11mPS,9,6546,C,1,Blacklist,5061,7,Ransomware
UDP,ARF,Globe,1SYSTEMQ,18454,1NKi9AK5,11,1476,A,1,Blacklist,5061,2,Ransomware
TCP,AF,NoobCrypt,1DiCeTjB,125659,17dcMo4V,13,720,A,3,UDP Scan,5062,22,Benign
ICMP,AP,WannaCry,1SYSTEMQ,18704,1DA11mPS,19,2916,C,1,Spam,5062,51,Ransomware
TCP,APS,CryptXXX,1DiCeTjB,1,1DA11mPS,6,2691,C,1,Spam,5066,44,Ransomware
UDP,AF,Razy,1DiCeTjB,21345,1DA11mPS,11,692,A,1,SSH,5062,19,Benign
ICMP,APS,Razy,1DiCeTjB,115,17dcMo4V,54,141,B,2,Spam,5061,20,Ransomware
TCP,AF,EDA2,1SYSTEMQ,17889,1NKi9AK5,9,6091,B,1,DoS,5066,13,Ransomware
ICMP,R,EDA2,1SYSTEMQ,18283,1DA11mPS,22,4121,C,1,DoS,5062,21,Ransomware
TCP,AF,Razy,1DiCeTjB,21345,1DA11mPS,11,332,C,1,SSH,5061,46,Benign
ICMP,AF,APT,1DiCeTjB,1503,17dcMo4V,30,4243,D,1,DoS,5066,31,Ransomware
UDP,APS,Flyper,1DiCeTjB,226,17dcMo4V,131,339,A,2,UDP Scan,5061,20,Benign
TCP,APS,WannaCry,1DiCeTjB,1,1DA11mPS,2,633,C,1,SSH,5062,16,Benign
TCP,APS,SamSam,1CLag5cd,10220,1DA11mPS,6,2544,C,1,Botnet,5066,43,Ransomware
TCP,ARF,WannaCry,1CLag5cd,12056,1DA11mPS,13,146,A,1,Botnet,5066,37,Ransomware
ICMP,AF,Globe,18e372GN,2684,1GZkujBR,2,2892,A,2,UDP Scan,5068,4,Benign
TCP,APSF,CryptXXX,1BonuSr7,3752,1DA11mPS,12,1094,B,1,DoS,5068,37,Ransomware
ICMP,R,JigSaw,18e372GN,502,1DA11mPS,168,231,A,11,NerisBotnet,5068,14,Ransomware
TCP,APS,CryptoLocker,18e372GN,1,1GZkujBR,16,4256,B,9,Port Scanning,5066,1,Benign
ICMP,AF,Locky,1DiCeTjB,2936,17dcMo4V,2,134,A,2,Scan,5068,32,Benign
TCP,AF,Flyper,1DiCeTjB,125591,17dcMo4V,13,652,B,3,Port Scanning,5062,22,Benign
ICMP,APS,Razy,1DiCeTjB,169,17dcMo4V,108,8016,B,2,UDP Scan,5061,20,Benign
TCP,APSF,WannaCry,1CLag5cd,8228,1DA11mPS,2,1820,B,1,Botnet,5066,52,Ransomware
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,7244,C,1,Scan,5061,11,Benign
UDP,AF,DMALocker,18e372GN,5656,1GZkujBR,20,2364,C,11,Spam,5062,7,Ransomware
ICMP,R,DMALocker,1SYSTEMQ,21332,1DA11mPS,22,4011,C,1,Spam,5062,9,Ransomware
TCP,APS,Locky,1DiCeTjB,1,1DA11mPS,15,4791,C,1,SSH,5066,14,Benign
TCP,APS,APT,1DiCeTjB,1405,17dcMo4V,4,918,D,2,Spam,5062,30,Ransomware
ICMP,R,APT,1SYSTEMQ,18276,1NKi9AK5,22,4156,C,1,Blacklist,5062,35,Ransomware
TCP,APSF,Flyper,1DiCeTjB,1546,1DA11mPS,2,830,B,1,SSH,5066,51,Benign
TCP,AF,Locky,1SYSTEMQ,50991,1DA11mPS,9,54,A,1,Port Scanning,5066,51,Benign
TCP,ARF,Globe,1DiCeTjB,18454,1DA11mPS,13,276,A,1,Blacklist,5061,55,Ransomware
UDP,AF,APT,18e372GN,5572,1GZkujBR,20,1824,B,1,Spam,5061,10,Ransomware
UDP,ARF,JigSaw,1SYSTEMQ,18454,1NKi9AK5,11,1236,A,1,Botnet,5061,21,Ransomware
ICMP,R,Locky,1SYSTEMQ,18387,1DA11mPS,22,3601,C,1,Blacklist,5062,7,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,499,17dcMo4V,30,2620,C,1,NerisBotnet,5066,32,Ransomware
TCP,APSF,TowerWeb,1BonuSr7,84432,1DA11mPS,12,395,B,1,SSH,5068,9,Benign
TCP,APS,SamSam,18e372GN,1,1GZkujBR,4,56,B,9,Port Scanning,5066,7,Benign
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,305,C,1,SSH,5061,37,Benign
TCP,AF,WannaCry,1DiCeTjB,125627,17dcMo4V,13,74,B,3,Spam,5062,40,Ransomware
TCP,ARF,TowerWeb,18e372GN,18454,1DA11mPS,13,206,A,1,Blacklist,5066,13,Ransomware
UDP,ARF,JigSaw,1SYSTEMQ,18454,1NKi9AK5,11,861,A,1,Botnet,5061,26,Ransomware
UDP,APS,Globe,1DiCeTjB,154,17dcMo4V,59,231,B,2,SSH,5061,20,Benign
UDP,AF,NoobCrypt,1DiCeTjB,126223,17dcMo4V,30,1284,C,3,UDP Scan,5068,9,Benign
UDP,AF,TowerWeb,1DiCeTjB,5492,17dcMo4V,20,1536,B,1,Scan,5061,18,Benign
UDP,ASF,CryptXXX,18e372GN,573,1GZkujBR,3,833,A,1,Botnet,5061,9,Ransomware
ICMP,APS,SamSam,1DiCeTjB,177,17dcMo4V,116,234,B,2,Botnet,5061,20,Ransomware
TCP,AF,SamSam,1CLag5cd,50991,1AEoiHYZ,9,80,A,1,Port Scanning,5066,7,Benign
TCP,APSF,Globe,1DiCeTjB,1556,1DA11mPS,2,800,B,1,DoS,5066,23,Ransomware
TCP,APSF,Locky,1BonuSr7,1358,1DA11mPS,2,1109,C,1,DoS,5066,35,Ransomware
TCP,APSF,Locky,18e372GN,1148,1DA11mPS,12,455,B,1,DoS,5068,58,Ransomware
TCP,APSF,Flyper,1DiCeTjB,1294,1DA11mPS,3,917,C,1,SSH,5068,12,Benign
TCP,AF,Flyper,1SYSTEMQ,1,1NKi9AK5,9,6571,C,1,Blacklist,5061,58,Ransomware
ICMP,AF,CryptoLocker,18e372GN,2775,1GZkujBR,2,2944,A,2,UDP Scan,5068,24,Benign
ICMP,AP,Locky,1SYSTEMQ,18944,1NKi9AK5,19,3016,C,1,Spam,5062,31,Ransomware
TCP,AF,Flyper,1SYSTEMQ,1,1GZkujBR,9,2014,A,1,Blacklist,5061,20,Ransomware
ICMP,APRSF,APT,18e372GN,907,1GZkujBR,19,586,C,2,Spam,5062,55,Ransomware
UDP,AP,Razy,1SYSTEMQ,16892,1DA11mPS,11,2161,C,1,Botnet,5062,40,Ransomware
ICMP,APRSF,Locky,18e372GN,847,1GZkujBR,19,546,C,2,Scan,5062,25,Benign
ICMP,APS,DMALocker,18e372GN,955,1GZkujBR,19,618,C,2,Port Scanning,5062,9,Benign
UDP,AP,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1991,C,1,SSH,5062,12,Benign
ICMP,APRSF,APT,18e372GN,601,1GZkujBR,19,382,A,2,Spam,5066,43,Ransomware
UDP,AP,Locky,1SYSTEMQ,17648,1NKi9AK5,19,2476,C,1,Spam,5062,32,Ransomware
TCP,AF,Razy,1DiCeTjB,21345,1DA11mPS,11,546,C,1,SSH,5062,43,Benign
TCP,APSF,SamSam,1DiCeTjB,1536,1DA11mPS,2,860,B,1,SSH,5066,31,Benign
ICMP,AF,WannaCry,18e372GN,1176,1GZkujBR,30,3044,C,1,SSH,5068,22,Benign
TCP,R,SamSam,1SYSTEMQ,18113,1DA11mPS,22,4971,C,1,Port Scanning,5066,13,Benign
ICMP,AP,WannaCry,1SYSTEMQ,18454,1DA11mPS,19,3006,C,1,Blacklist,5062,27,Ransomware
TCP,ARF,Flyper,1SYSTEMQ,2002,1AEoiHYZ,1308,4277,A,8,Botnet,5062,12,Ransomware
ICMP,AF,Locky,1DiCeTjB,21345,1GZkujBR,30,188,C,1,SSH,5061,40,Benign
TCP,R,WannaCry,1SYSTEMQ,17945,1DA11mPS,9,5811,B,1,Port Scanning,5066,1,Benign
TCP,AF,JigSaw,1DiCeTjB,125711,17dcMo4V,13,11,A,3,Port Scanning,5062,5,Benign
TCP,APS,Locky,1DiCeTjB,1,17dcMo4V,16,290,B,9,Port Scanning,5066,10,Benign
UDP,AP,TowerWeb,1SYSTEMQ,1548,1AEoiHYZ,982,3263,A,3,Scan,5062,33,Benign
UDP,ARF,Locky,1SYSTEMQ,15404,1DA11mPS,11,1541,A,1,Botnet,5061,2,Ransomware
ICMP,AP,DMALocker,1SYSTEMQ,18704,1DA11mPS,19,2916,C,1,Spam,5062,51,Ransomware
UDP,AP,CryptXXX,1SYSTEMQ,16568,1NKi9AK5,11,2026,C,1,Botnet,5062,13,Ransomware
ICMP,AP,CryptXXX,1SYSTEMQ,18454,1NKi9AK5,19,2946,C,1,Blacklist,5062,3,Ransomware
TCP,APSF,Locky,1DiCeTjB,1050,17dcMo4V,8,41,B,2,DoS,5068,2,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,397,17dcMo4V,30,2269,C,1,NerisBotnet,5066,26,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,16,128,B,9,Port Scanning,5066,8,Benign
UDP,APS,Flyper,1DiCeTjB,25,17dcMo4V,12,6,B,2,SSH,5061,20,Benign
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,9,758,A,9,UDP Scan,5066,42,Benign
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,7,1148,A,9,Port Scanning,5062,49,Benign
TCP,R,DMALocker,1CLag5cd,830,17dcMo4V,30,723,B,2,NerisBotnet,5061,21,Ransomware
TCP,APSF,Locky,1BonuSr7,1344,1DA11mPS,3,1067,C,1,SSH,5066,7,Benign
ICMP,R,WannaCry,1SYSTEMQ,18194,1DA11mPS,22,4566,C,1,Port Scanning,5066,8,Benign
ICMP,AF,JigSaw,1DiCeTjB,1152,1GZkujBR,30,2956,C,1,SSH,5068,16,Benign
TCP,APS,Flyper,18e372GN,1,1GZkujBR,7,4748,A,9,Spam,5062,28,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,568,17dcMo4V,30,2873,D,1,NerisBotnet,5066,64,Ransomware
UDP,ARF,SamSam,18e372GN,402,1GZkujBR,5,206,A,1,UDP Scan,5066,6,Benign
UDP,ARF,Locky,1SYSTEMQ,18454,1DA11mPS,11,1046,A,1,Spam,5061,10,Ransomware
TCP,APS,CryptXXX,1BonuSr7,9368,1DA11mPS,2,1053,C,1,Botnet,5062,31,Ransomware
TCP,AF,JigSaw,1SYSTEMQ,1,1DA11mPS,9,6631,C,1,Port Scanning,5061,5,Benign
UDP,ARF,Razy,1SYSTEMQ,15872,1DA11mPS,11,1736,C,1,Botnet,5062,14,Ransomware
TCP,R,JigSaw,1SYSTEMQ,18067,1DA11mPS,9,5201,C,1,Port Scanning,5066,27,Benign
UDP,ASF,Locky,18e372GN,876,1GZkujBR,3,5836,A,1,DoS,5062,2,Ransomware
UDP,ARF,Globe,1SYSTEMQ,18454,1DA11mPS,11,1651,C,1,Blacklist,5062,23,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18225,1DA11mPS,22,4411,C,1,Port Scanning,5062,32,Benign
UDP,ASF,WannaCry,1DiCeTjB,33,17dcMo4V,3,877,C,1,UDP Scan,5061,16,Benign
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,9,986,A,9,Spam,5062,22,Ransomware
TCP,APS,Globe,18e372GN,1,1GZkujBR,16,4148,B,9,Port Scanning,5066,0,Benign
TCP,APSF,WannaCry,1CLag5cd,7664,1DA11mPS,2,1967,B,1,Botnet,5066,1,Ransomware
TCP,AF,Globe,1BonuSr7,21345,1DA11mPS,11,453,C,1,Scan,5061,1,Benign
ICMP,APS,Locky,1DiCeTjB,41,17dcMo4V,28,30,B,2,Spam,5061,20,Ransomware
TCP,APS,SamSam,1DiCeTjB,1,17dcMo4V,6,608,A,9,SSH,5066,14,Benign
TCP,R,SamSam,1SYSTEMQ,18119,1DA11mPS,22,4941,C,1,Blacklist,5066,4,Ransomware
UDP,AP,EDA2,1SYSTEMQ,18454,1DA11mPS,19,2516,C,1,SSH,5062,48,Benign
ICMP,R,Locky,1SYSTEMQ,18168,1DA11mPS,22,4696,C,1,Scan,5066,13,Benign
ICMP,AF,CryptXXX,18e372GN,1326,17dcMo4V,30,3594,C,1,UDP Scan,5066,24,Benign
UDP,ASF,Cryptohitman,1DiCeTjB,111,17dcMo4V,3,811,C,1,UDP Scan,5061,4,Benign
UDP,AP,Razy,1SYSTEMQ,16328,1DA11mPS,11,1926,C,1,Botnet,5062,25,Ransomware
UDP,APS,SamSam,1DiCeTjB,198,17dcMo4V,103,297,A,2,UDP Scan,5061,20,Benign
ICMP,R,CryptXXX,1SYSTEMQ,22076,1DA11mPS,22,4321,C,1,Spam,5062,21,Ransomware
TCP,ARF,CryptXXX,1SYSTEMQ,18454,1NKi9AK5,13,106,A,1,Blacklist,5066,13,Ransomware
TCP,R,DMALocker,1SYSTEMQ,17989,1NKi9AK5,9,5591,C,1,Spam,5066,6,Ransomware
ICMP,AP,EDA2,1SYSTEMQ,18454,1NKi9AK5,19,2911,C,1,Scan,5062,49,Benign
TCP,AF,JigSaw,1BonuSr7,300,17dcMo4V,200,700,B,1,Spam,5062,54,Ransomware
ICMP,R,APT,1SYSTEMQ,18355,1NKi9AK5,22,3761,C,1,Blacklist,5062,4,Ransomware
UDP,AF,SamSam,1DiCeTjB,397,17dcMo4V,75,564,C,11,SSH,5066,7,Benign
UDP,ARF,APT,1SYSTEMQ,18454,1NKi9AK5,11,1106,A,1,Blacklist,5061,50,Ransomware
TCP,APSF,Razy,18e372GN,1062,1GZkujBR,8,68,B,1,Blacklist,5068,24,Ransomware
TCP,AF,DMALocker,1DiCeTjB,21345,1DA11mPS,11,293,C,1,UDP Scan,5061,34,Benign
ICMP,AF,Razy,1DiCeTjB,21335,17dcMo4V,30,104,C,1,SSH,5061,16,Benign
TCP,APS,Globe,18e372GN,1279,1GZkujBR,4,3904,D,2,UDP Scan,5062,39,Benign
UDP,AF,DMALocker,1DiCeTjB,5727,17dcMo4V,20,2382,C,1,Spam,5062,36,Ransomware
TCP,R,SamSam,1SYSTEMQ,17989,1DA11mPS,9,5591,C,1,Blacklist,5066,6,Ransomware
TCP,APSF,CryptXXX,1DiCeTjB,1178,1DA11mPS,12,569,B,1,SSH,5068,14,Benign
TCP,R,SamSam,1SYSTEMQ,18057,1DA11mPS,9,5251,C,1,Port Scanning,5066,26,Benign
UDP,AP,Cryptohitman,1SYSTEMQ,1302,1AEoiHYZ,818,2812,A,3,Scan,5061,33,Benign
TCP,AF,DMALocker,1DiCeTjB,125711,17dcMo4V,13,11,A,3,Spam,5062,31,Ransomware
TCP,APS,Flyper,1BonuSr7,1,1DA11mPS,7,4518,C,1,SSH,5066,22,Benign
